currency,directive,O.Country,country,expenseTypeCode,Rate,vatThreshold,comparison,amount,status,reason
EUR,Any,Any,GB,25,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,GB,27,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,GB,30,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,GB,31,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,GB,34,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,GR,6,24,2,LT,10.33,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,GR,12,24,2,LT,10.33,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,GR,20,24,2,LT,10.33,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,GR,27,24,2,LT,10.33,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,GR,30,24,2,LT,10.33,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,GR,31,24,2,LT,10.33,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,HR,5,13,2,LT,17.38,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,HR,6,25,2,LT,10,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,HR,12,25,2,LT,10,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,HR,20,25,2,LT,10,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,HR,27,25,2,LT,10,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,HR,30,25,2,LT,10,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,HR,31,25,2,LT,10,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,HU,4,27,2,LT,9.41,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,HU,5,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,HU,6,27,2,LT,9.41,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,HU,12,27,2,LT,9.41,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,HU,20,27,2,LT,9.41,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,HU,27,27,2,LT,9.41,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,HU,30,27,2,LT,9.41,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,ID,4,10,2,LT,22,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,ID,5,10,2,LT,22,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,ID,6,10,2,LT,22,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,ID,12,10,2,LT,22,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,ID,18,10,2,LT,22,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,ID,20,10,2,LT,22,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,ID,21,10,2,LT,22,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,ID,22,10,2,LT,22,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,ID,25,10,2,LT,22,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,ID,27,10,2,LT,22,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,ID,30,10,2,LT,22,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,ID,31,10,2,LT,22,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,ID,34,10,2,LT,22,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IE,6,23,2,LT,10.7,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IE,12,23,2,LT,10.7,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IE,18,23,2,LT,10.7,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IE,20,23,2,LT,10.7,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IE,27,23,2,LT,10.7,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IE,30,23,2,LT,10.7,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IE,31,23,2,LT,10.7,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IL,5,17,2,LT,13.76,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IL,6,17,2,LT,13.76,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IL,12,17,2,LT,13.76,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IL,18,10.73,2,LT,20.64,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IL,20,17,2,LT,13.76,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IL,21,17,2,LT,13.76,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IL,22,17,2,LT,13.76,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IL,27,17,2,LT,13.76,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IL,30,10.73,2,LT,20.64,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IL,31,17,2,LT,13.76,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IL,34,17,2,LT,13.76,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IM,4,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IM,5,5,2,LT,42,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IM,6,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IM,12,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IM,18,5,2,LT,42,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IM,20,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IM,21,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IM,25,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IM,27,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IM,30,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IM,31,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IN,4,15,2,LT,15.33,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IN,5,15,2,LT,15.33,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IN,6,15,2,LT,15.33,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IN,12,15,2,LT,15.33,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IN,20,15,2,LT,15.33,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IN,21,15,2,LT,15.33,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IN,22,15,2,LT,15.33,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IN,25,15,2,LT,15.33,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IN,30,5,2,LT,42,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IN,31,15,2,LT,15.33,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IN,34,15,2,LT,15.33,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IR,4,19,2,LT,12.53,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IR,5,7,2,LT,30.57,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IR,6,19,2,LT,12.53,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IR,12,19,2,LT,12.53,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IR,18,19,2,LT,12.53,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IR,20,19,2,LT,12.53,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IR,21,19,2,LT,12.53,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IR,22,10,2,LT,22,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IR,25,19,2,LT,12.53,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IR,27,19,2,LT,12.53,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IR,30,19,2,LT,12.53,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IR,31,19,2,LT,12.53,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IS,5,11,2,LT,20.18,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IS,6,24,2,LT,10.33,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IS,12,24,2,LT,10.33,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IS,18,24,2,LT,10.33,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IS,20,24,2,LT,10.33,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IS,27,24,2,LT,10.33,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IS,30,24,2,LT,10.33,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IS,31,24,2,LT,10.33,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IT,4,7.77,2,LT,27.74,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IT,5,10,2,LT,22,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IT,6,22,2,LT,11.09,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IT,12,22,2,LT,11.09,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IT,18,7.77,2,LT,27.74,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IT,20,22,2,LT,11.09,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IT,25,10,2,LT,22,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IT,27,22,2,LT,11.09,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IT,30,22,2,LT,11.09,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IT,31,22,2,LT,11.09,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,IT,34,7.77,2,LT,27.74,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,JE,4,5,2,LT,42,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,JE,5,5,2,LT,42,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,JE,6,5,2,LT,42,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,JE,12,5,2,LT,42,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,JE,18,5,2,LT,42,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,JE,21,5,2,LT,42,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,JE,22,5,2,LT,42,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,JE,25,5,2,LT,42,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,JE,27,5,2,LT,42,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,JE,30,5,2,LT,42,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,JE,31,5,2,LT,42,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,JM,4,16.5,2,LT,14.12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,JM,5,16.5,2,LT,14.12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,JM,6,16.5,2,LT,14.12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,JM,12,16.5,2,LT,14.12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,JM,18,16.5,2,LT,14.12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,JM,20,16.5,2,LT,14.12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,JM,21,16.5,2,LT,14.12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,JM,25,16.5,2,LT,14.12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,JM,27,16.5,2,LT,14.12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,JM,30,25,2,LT,10,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,JM,31,16.5,2,LT,14.12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,JM,34,16.5,2,LT,14.12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,JO,4,16,2,LT,14.5,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,JO,6,16,2,LT,14.5,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,JO,12,16,2,LT,14.5,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,JO,18,16,2,LT,14.5,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,JO,20,16,2,LT,14.5,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,JO,22,16,2,LT,14.5,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,JO,27,16,2,LT,14.5,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,JO,30,16,2,LT,14.5,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,JO,31,16,2,LT,14.5,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,JP,4,8,2,LT,27,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,JP,5,8,2,LT,27,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,JP,6,8,2,LT,27,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,JP,12,8,2,LT,27,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,JP,18,8,2,LT,27,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,JP,20,8,2,LT,27,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,JP,21,8,2,LT,27,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,JP,22,8,2,LT,27,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,JP,25,8,2,LT,27,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,JP,27,8,2,LT,27,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,JP,30,8,2,LT,27,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,JP,31,8,2,LT,27,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,KE,5,16,2,LT,14.5,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,KE,6,16,2,LT,14.5,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,KE,12,16,2,LT,14.5,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,KE,20,16,2,LT,14.5,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,KE,21,16,2,LT,14.5,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,KE,25,16,2,LT,14.5,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,KE,27,16,2,LT,14.5,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,KE,30,16,2,LT,14.5,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,KE,31,16,2,LT,14.5,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,KE,34,16,2,LT,14.5,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,KR,4,10,2,LT,22,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,KR,5,10,2,LT,22,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,KR,6,10,2,LT,22,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,KR,12,10,2,LT,22,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,KR,18,10,2,LT,22,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,KR,20,10,2,LT,22,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,KR,22,10,2,LT,22,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,KR,25,10,2,LT,22,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,KR,27,10,2,LT,22,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,KR,30,10,2,LT,22,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,KR,31,10,2,LT,22,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,KR,34,10,2,LT,22,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LI,4,8,2,LT,27,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LI,5,3.8,2,LT,54.63,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LI,6,8,2,LT,27,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LI,12,8,2,LT,27,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LI,18,8,2,LT,27,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LI,20,8,2,LT,27,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LI,21,8,2,LT,27,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LI,22,8,2,LT,27,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LI,25,8,2,LT,27,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LI,27,8,2,LT,27,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LI,30,8,2,LT,27,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LI,31,8,2,LT,27,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LI,34,8,2,LT,27,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LT,5,9,2,LT,24.22,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LT,6,21,2,LT,11.52,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LT,12,21,2,LT,11.52,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LT,18,21,2,LT,11.52,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LT,20,21,2,LT,11.52,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LT,22,21,2,LT,11.52,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LT,25,21,2,LT,11.52,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LT,27,21,2,LT,11.52,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LT,30,21,2,LT,11.52,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LT,31,21,2,LT,11.52,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LU,4,17,2,LT,13.76,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LU,5,3,2,LT,68.67,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LU,6,17,2,LT,13.76,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LU,12,17,2,LT,13.76,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LU,18,17,2,LT,13.76,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LU,20,17,2,LT,13.76,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LU,21,17,2,LT,13.76,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LU,22,3,2,LT,68.67,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LU,25,3,2,LT,68.67,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LU,27,17,2,LT,13.76,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LU,30,17,2,LT,13.76,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LU,31,17,2,LT,13.76,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LU,34,17,2,LT,13.76,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LV,4,9.5,2,LT,23.05,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LV,5,12,2,LT,18.67,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LV,6,21,2,LT,11.52,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LV,12,21,2,LT,11.52,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LV,18,21,2,LT,11.52,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LV,20,21,2,LT,11.52,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LV,22,12,2,LT,18.67,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LV,27,21,2,LT,11.52,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LV,30,21,2,LT,11.52,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LV,31,21,2,LT,11.52,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,LV,34,21,2,LT,11.52,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,MA,4,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,MA,5,10,2,LT,22,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,MA,6,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,MA,12,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,MA,18,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,MA,20,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,MA,21,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,MA,22,14,2,LT,16.29,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,MA,27,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,MA,30,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,MA,31,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,MA,34,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,MC,6,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,MC,12,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,MC,20,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,MC,21,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,MC,25,10,2,LT,22,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,MC,27,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,MC,30,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,MC,31,20,2,LT,12,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,MK,4,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,MK,6,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,MK,12,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,MK,18,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,MK,20,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,MK,21,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,MK,22,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,MK,27,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,MK,30,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
EUR,Any,Any,MK,31,18,2,LT,13.11,Disqualified,VAT_AMOUNT_BELOW_THRESHOLD
